Bowler,Runs,ReleaseY,ReleaseZ,Bowler Type
MJ Potts,1,0.7964375,2.061986,RM
MJ Potts,0,-0.6621984,2.0377285,RM
MJ Potts,0,-0.6936025,2.034362,RM
MJ Potts,0,-0.7171872,2.0513215,RM
CF Parkinson,0,1.051953,2.0637178,LOB
MJ Potts,1,0.7900354,2.0685074,RM
MJ Potts,0,-0.6808271,2.0618871,RM
MJ Potts,0,-0.6166517,2.1322583,RM
MJ Potts,0,0.8221063,2.0507376,RM
MJ Potts,0,0.900619,2.0487265,RM
MJ Potts,0,0.8624067,2.0494916,RM
MJ Potts,0,0.857213,2.066133,RM
MJ Potts,0,0.9104656,2.0443799,RM
MJ Potts,0,0.8457605,2.0320805,RM
MJ Potts,0,0.8429474,2.0384742,RM
SG Borthwick,1,-0.5585843,2.0173607,RLB
SG Borthwick,0,-0.5317306,2.0093388,RLB
SG Borthwick,2,-0.5796964,1.9867489,RLB
SG Borthwick,0,-0.5768103,2.0473507,RLB
CN Ackermann,0,-0.6299221,2.239538,ROB
CN Ackermann,0,-0.708627,2.1977463,ROB
CN Ackermann,0,-0.6706565,2.204455,ROB
CN Ackermann,0,-0.6845074,2.1967621,ROB
CN Ackermann,0,-0.6953372,2.2117174,ROB
SG Borthwick,1,-0.4760299,1.9951828,RLB
SG Borthwick,1,-0.624822,2.0026346,RLB
CN Ackermann,4,1.0988912,2.1809011,ROB
CN Ackermann,0,1.1022263,2.2169799,ROB
CN Ackermann,1,1.0894925,2.1686318,ROB
CN Ackermann,1,-0.5711856,2.1439754,ROB
SG Borthwick,0,-0.6894179,2.0498324,RLB
SG Borthwick,1,-0.6323359,2.0103748,RLB
SG Borthwick,0,-0.6058905,2.0106413,RLB
CN Ackermann,0,-0.7079218,2.1823043,ROB
CN Ackermann,0,-0.6965766,2.1661056,ROB
CN Ackermann,0,1.1226234,2.1359516,ROB
CN Ackermann,1,1.0133276,2.162626,ROB
CN Ackermann,0,1.1064771,2.1704897,ROB
SG Borthwick,0,-0.6836915,2.0193582,RLB
SG Borthwick,4,-0.7110043,2.0236528,RLB
SG Borthwick,0,-0.6217463,1.9859384,RLB
CN Ackermann,0,-0.710519,2.1783299,ROB
CN Ackermann,4,-0.7355535,2.1375187,ROB
CN Ackermann,0,-0.7204275,2.1712169,ROB
CN Ackermann,0,-0.7265294,2.1488947,ROB
SG Borthwick,0,-0.6358424,1.9924567,RLB
CN Ackermann,0,0.9926641,2.1709124,ROB
CN Ackermann,0,0.9907561,2.1408872,ROB
CN Ackermann,1,0.9825831,2.1501044,ROB
SG Borthwick,1,-0.5900514,2.0137761,RLB
SG Borthwick,2,-0.5567418,2.0118827,RLB
CN Ackermann,0,1.0240302,2.1700732,ROB
CN Ackermann,0,0.9448714,2.1665737,ROB
CF Parkinson,0,-0.7487598,2.0498536,LOB
CF Parkinson,1,-0.7527102,2.0542605,LOB
CF Parkinson,4,0.9937703,2.0628508,LOB
CF Parkinson,1,0.956783,2.0621499,LOB
CN Ackermann,0,1.04734,2.154577,ROB
CN Ackermann,0,1.0572433,2.1517881,ROB
CN Ackermann,1,1.0717087,2.1539241,ROB
CF Parkinson,4,0.8962371,2.0578469,LOB
CF Parkinson,0,1.0075276,2.0271818,LOB
CF Parkinson,0,0.9505283,2.0744808,LOB
CN Ackermann,0,-0.358551,2.1003047,ROB
CN Ackermann,0,-0.6927168,2.1996917,ROB
CN Ackermann,0,-0.7585838,2.1903618,ROB
CF Parkinson,0,-0.8469175,2.0540065,LOB
CF Parkinson,0,-0.7999907,2.0158131,LOB
CF Parkinson,0,-0.7658964,2.0357432,LOB
CF Parkinson,0,-0.7749535,2.0385664,LOB
CF Parkinson,0,-0.7573775,1.9921571,LOB
CN Ackermann,0,-0.7886633,2.1830876,ROB
CN Ackermann,0,-0.7392272,2.1843371,ROB
MJ Potts,1,0.6998259,2.0670477,RM
MJ Potts,1,-0.7689609,2.0548131,RM
MJ Potts,4,-0.6161793,2.0045243,RM
CN Ackermann,0,1.0672505,2.2041706,ROB
CN Ackermann,0,-0.6774277,2.2159475,ROB
CN Ackermann,0,-0.7012906,2.236265,ROB
MJ Potts,1,-0.7360823,1.9126047,RM
MJ Potts,1,0.8000882,2.0562151,RM
MJ Potts,0,-0.7288616,2.0293929,RM
MJ Potts,0,-0.7512,2.1248138,RM
CN Ackermann,2,1.2367917,2.1581389,ROB
MJ Potts,0,0.7796428,2.0449718,RM
MJ Potts,0,0.8535866,2.0264883,RM
MJ Potts,0,0.6755682,2.0448645,RM
MJ Potts,0,0.7334857,2.0210977,RM
MJ Potts,0,0.8313778,2.1154608,RM
MJ Potts,2,0.7328042,2.0226941,RM
PM Siddle,0,-0.6012935,2.0683212,RFM
PM Siddle,0,-0.7396473,2.0902135,RFM
PM Siddle,0,-0.6843674,2.0949968,RFM
PM Siddle,0,-0.619537,2.0168967,RFM
PM Siddle,0,-0.743951,2.0686947,RFM
MJ Potts,0,0.6730536,2.0087429,RM
MJ Potts,0,0.6849782,1.9938415,RM
MJ Potts,0,0.7378668,2.0807213,RM
MJ Potts,0,0.7642028,2.0564753,RM
MJ Potts,0,0.9845074,2.0959801,RM
MJ Potts,0,0.6968848,2.0427697,RM
PM Siddle,0,-0.6994744,2.0780528,RFM
PM Siddle,0,-0.7157349,2.1006206,RFM
PM Siddle,0,0.8086052,2.0858018,RFM
PM Siddle,0,0.8120215,2.0773168,RFM
PM Siddle,0,0.8786022,2.1025313,RFM
CF Parkinson,0,0.6981625,2.0735887,LOB
CF Parkinson,1,0.6089605,2.0872583,LOB
CF Parkinson,0,0.5929421,2.0416562,LOB
PM Siddle,0,-0.5541958,2.0810676,RFM
PM Siddle,0,-0.5863888,2.0954601,RFM
PM Siddle,0,-0.5662068,2.0655131,RFM
PM Siddle,0,-0.6630158,2.113372,RFM
PM Siddle,0,-0.536809,2.0611685,RFM
PM Siddle,0,-0.5159436,2.0661221,RFM
CF Parkinson,0,-0.8289593,2.0403454,LOB
CF Parkinson,0,-0.802427,2.0488362,LOB
CF Parkinson,0,-0.7860918,2.0338794,LOB
CF Parkinson,1,-0.9486426,2.0436072,LOB
BFW de Leede,0,-0.4604508,1.7701286,RM
BFW de Leede,1,-0.6178515,1.9498704,RM
BFW de Leede,1,1.1068607,1.9851146,RM
BFW de Leede,0,-0.5837031,1.9176356,RM
BFW de Leede,0,-0.7947275,1.8638231,RM
BFW de Leede,0,-0.5424906,1.8928352,RM
CN Ackermann,0,-0.6966765,2.1078186,ROB
CN Ackermann,0,-0.8578545,2.1631444,ROB
BFW de Leede,0,0.9243775,1.9057387,RM
BFW de Leede,1,0.9183794,1.9169917,RM
BFW de Leede,0,-0.5617498,1.847345,RM
BFW de Leede,0,-0.4652433,1.918783,RM
BFW de Leede,0,-0.5225984,1.8676033,RM
BFW de Leede,0,-0.4897518,1.8996827,RM
BFW de Leede,0,-0.5491824,1.8596396,RM
BFW de Leede,0,-0.5288014,1.8304633,RM
CN Ackermann,0,0.9934908,2.1315445,ROB
CN Ackermann,0,1.0884015,2.151765,ROB
CN Ackermann,0,0.952246,2.1366904,ROB
BFW de Leede,0,0.9280897,1.9224637,RM
BFW de Leede,2,0.9039218,1.9105032,RM
BFW de Leede,0,0.9059266,1.8993107,RM
CN Ackermann,0,-0.7639974,2.1368508,ROB
CN Ackermann,1,-0.7475531,2.1237938,ROB
BFW de Leede,0,-0.7034585,1.9537621,RM
BFW de Leede,1,-0.9087012,1.9340438,RM
BFW de Leede,0,0.9676707,1.948508,RM
BFW de Leede,1,-0.4237852,1.9157034,RM
BA Raine,0,-0.607197,2.0571179,RM
BA Raine,0,-0.6243099,2.1092244,RM
BA Raine,1,-0.5840092,2.0128395,RM
MJ Potts,0,-0.6762456,2.0806858,RM
MJ Potts,0,-0.676237,2.0814338,RM
MJ Potts,0,-0.6109893,2.016233,RM
MJ Potts,0,-0.7014485,2.1035158,RM
MJ Potts,1,-0.6410558,2.0117856,RM
BA Raine,0,-0.7431829,2.1708342,RM
BA Raine,1,-0.5775839,2.0539807,RM
BA Raine,0,-0.670861,2.110503,RM
BA Raine,4,-0.6472955,2.135899,RM
BA Raine,0,-0.6951625,1.9697964,RM
MJ Potts,1,0.8261046,2.0679077,RM
MJ Potts,1,0.741824,2.0499695,RM
MJ Potts,0,-0.5694698,1.9391668,RM
BA Raine,0,-0.7003498,2.1334294,ROB
C Overton,0,-0.7204252,2.234349,RFM
C Overton,0,-0.6685342,2.2275632,RFM
C Overton,0,-0.7233883,2.2281651,RFM
C Overton,0,-0.6818537,2.2239063,RFM
C Overton,0,-0.705605,2.2584134,RFM
C Overton,0,-0.6867019,2.2369147,RFM
JT Ball,0,-0.7465398,2.1697365,RFM
JT Ball,0,-0.6425402,2.1156743,RFM
JT Ball,0,-0.7165378,2.1818222,RFM
C Overton,0,-0.6375891,2.2309448,RFM
C Overton,0,-0.6535627,2.3046356,RFM
C Overton,0,-0.6384093,2.1938161,RFM
C Overton,0,-0.6653547,2.2525242,RFM
C Overton,0,-0.7069783,2.2826313,RFM
C Overton,0,-0.6565235,2.2432952,RFM
JT Ball,0,0.9136602,2.2000538,RFM
JT Ball,0,0.8038143,2.2446373,RFM
C Overton,0,-0.6922592,2.2408255,RFM
C Overton,0,-0.6427245,2.2570094,RFM
C Overton,4,-0.6277401,2.2271116,RFM
C Overton,0,-0.6689647,2.2005178,RFM
C Overton,1,-0.699229,2.2809635,RFM
C Overton,0,-0.5987692,2.1695167,RFM
JT Ball,0,0.8163571,2.1564928,RFM
C Overton,0,-0.7597192,2.127159,RFM
JT Ball,4,0.8856741,2.2866585,RFM
JT Ball,4,-0.7264059,2.0478964,RFM
JT Ball,0,-0.7037992,2.0908968,RFM
C Overton,0,0.8857079,1.9601734,RFM
JT Ball,4,0.8557581,2.12975,RFM
JT Ball,0,0.8179526,2.160151,RFM
JT Ball,0,-0.727898,2.2523754,RFM
JT Ball,0,-0.7313123,2.0661722,RFM
JT Ball,0,-0.703018,2.060512,RFM
JT Ball,0,-0.72416,2.1672691,RFM
JT Ball,0,-0.6813594,2.0723884,RFM
KL Aldridge,0,-0.7555266,2.106509,RM
KL Aldridge,0,-0.7422198,2.0325923,RM
KL Aldridge,4,-0.7647289,2.1663233,RM
KL Aldridge,4,-0.7839816,2.2573124,RM
KL Aldridge,0,0.7289746,2.1974123,RM
KL Aldridge,0,0.7074923,2.17295,RM
M Pretorius,0,-0.5275889,2.1710902,RFM
KL Aldridge,0,0.8507525,2.1904403,RM
KL Aldridge,1,0.641815,2.1372195,RM
KL Aldridge,0,-0.7338194,2.1961146,RM
KL Aldridge,0,-0.7626118,2.1624051,RM
KL Aldridge,0,-0.833886,2.1432699,RM
KL Aldridge,4,-0.8121957,2.1195528,RM
M Pretorius,2,1.1193818,2.189553,RFM
M Pretorius,0,-0.4481198,2.1853568,RFM
M Pretorius,0,-0.5221303,2.10761,RFM
M Pretorius,1,-0.5262197,2.1145154,RFM
KL Aldridge,0,-0.8358706,2.1936404,RM
KL Aldridge,0,-0.7690096,2.1196691,RM
KL Aldridge,0,-0.6990068,2.0324534,RM
KL Aldridge,0,-0.7540248,2.0365341,RM
KL Aldridge,0,-0.8725765,2.2060322,RM
M Pretorius,0,-0.5624917,2.1706619,RFM
M Pretorius,0,-0.5441914,2.0954764,RFM
M Pretorius,0,-0.6382529,2.1980944,RFM
M Pretorius,0,-0.6053272,2.204059,RFM
M Pretorius,0,-0.5926643,2.1457295,RFM
MJ Leach,4,-0.5899468,2.1538771,LOB
MJ Leach,4,-0.647525,2.1308372,LOB
MJ Leach,0,-0.715546,2.202891,LOB
M Pretorius,0,-0.5448685,2.1970078,RFM
M Pretorius,2,-0.5089754,2.1272403,RFM
M Pretorius,0,-0.450095,2.1136291,RFM
M Pretorius,4,-0.4912069,2.1558097,RFM
M Pretorius,0,-0.5178792,2.1102018,RFM
M Pretorius,0,-0.5549232,2.1600225,RFM
MJ Leach,0,-0.7203226,2.1195238,LOB
MJ Leach,0,-0.5782578,2.1013738,LOB
MJ Leach,1,-0.8075578,2.2206831,LOB
MJ Leach,1,-0.5704974,2.0994458,LOB
C Overton,2,-0.7122939,2.2940165,RFM
C Overton,0,-0.7699275,2.3200327,RFM
C Overton,0,-0.6902855,2.274309,RFM
C Overton,0,-0.7094514,2.273379,RFM
KL Aldridge,4,-0.7884106,2.1349602,RM
KL Aldridge,0,-0.7685557,2.0883912,RM
C Overton,0,-0.6945683,2.2631838,RFM
C Overton,0,-0.7119595,2.2405391,RFM
C Overton,0,-0.765958,2.3478125,RFM
C Overton,2,-0.8198359,2.2722582,RFM
C Overton,0,-0.7343228,2.3278079,RFM
C Overton,0,-0.7136145,2.2350441,RFM
C Overton,0,-0.7349934,2.3134966,RFM
C Overton,4,-0.7279164,2.3095588,RFM
C Overton,0,-0.6958694,2.2760011,RFM
C Overton,0,-0.7046282,2.2367156,RFM
C Overton,0,-0.7720545,2.2549484,RFM
C Overton,1,-0.6341759,2.2613566,RFM
C Overton,0,-0.692612,2.2692304,RFM
C Overton,4,-0.6602942,2.2783279,RFM
C Overton,0,-0.6880643,2.2744233,RFM
C Overton,0,-0.7148512,2.2412212,RFM
JT Ball,0,-0.9352064,2.1927698,RFM
JT Ball,4,-0.7579401,2.2486081,RFM
JT Ball,0,-0.7016397,2.1265195,RFM
JT Ball,3,-0.7713637,2.1035426,RFM
C Overton,4,-0.6749819,2.2442824,RFM
C Overton,0,-0.7462085,2.2576874,RFM
C Overton,0,-0.6976744,2.2586145,RFM
C Overton,0,-0.6872352,2.2398831,RFM
JT Ball,0,-0.6615832,2.1488934,RFM
C Overton,4,-0.7779995,2.2709753,RFM
C Overton,1,-0.6779907,2.2621378,RFM
C Overton,0,-0.6464584,2.2940133,RFM
C Overton,4,-0.6119474,2.1986216,RFM
C Overton,0,-0.642329,2.3018286,RFM
M Pretorius,0,-0.5160183,2.1082299,RFM
M Pretorius,0,-0.5834898,2.1388793,RFM
M Pretorius,4,-0.6029068,2.1019103,RFM
M Pretorius,0,-0.527835,2.0814107,RFM
C Overton,0,-0.5765163,2.2541189,RFM
C Overton,0,-0.6055898,2.2517398,RFM
C Overton,0,-0.6100934,2.2394279,RFM
M Pretorius,0,-0.5971331,2.0415577,RFM
C Overton,0,-0.7649247,2.3652726,RFM
C Overton,0,-0.8084525,2.3751125,RFM
C Overton,0,-0.5741875,2.1851067,RFM
C Overton,0,-0.6271847,2.3104375,RFM
M Pretorius,0,-0.6136105,2.0965436,RFM
KL Aldridge,0,-0.811294,2.1488227,RM
KL Aldridge,0,-0.8031535,2.1586935,RM
KL Aldridge,0,-0.7786635,2.1859653,RM
KL Aldridge,0,-0.8098663,2.2321358,RM
M Pretorius,0,-0.9407513,2.1586392,RFM
M Pretorius,0,-0.8483361,2.1382699,RFM
KL Aldridge,1,-0.7340274,2.0830916,RM
KL Aldridge,4,-0.7650502,2.220823,RM
KL Aldridge,0,-0.7625155,2.1235149,RM
KL Aldridge,0,-0.8555898,2.112877,RM
KL Aldridge,0,-0.7705882,2.1461195,RM
KL Aldridge,0,-0.7699664,2.1558793,RM
KL Aldridge,0,-0.7364612,2.1701126,RM
KL Aldridge,1,-0.7750853,2.1790372,RM
KL Aldridge,0,-0.8276572,2.1905786,RM
KL Aldridge,0,-0.6784076,2.2359644,RM
KL Aldridge,0,-0.7918187,2.157891,RM
KL Aldridge,0,-0.8073887,2.2623196,RM
M Pretorius,0,-0.6802702,2.0748789,RFM
M Pretorius,0,-0.6501056,2.1193013,RFM
KL Aldridge,0,-0.7343088,2.1778479,RM
KL Aldridge,0,-0.6805822,2.2385027,RM
KL Aldridge,0,-0.7565218,2.1229627,RM
KL Aldridge,0,-0.7057713,2.127212,RM
KL Aldridge,0,-0.7202115,2.1534923,RM
KL Aldridge,0,-0.6882484,2.1480138,RM
M Pretorius,0,-0.7631292,2.1684809,RFM
M Pretorius,0,-0.8025925,2.0709013,RFM
KL Aldridge,0,-0.7029907,2.1010535,RM
KL Aldridge,0,-0.8304682,2.2274616,RM
KL Aldridge,0,-0.7515524,2.2199089,RM
KL Aldridge,0,-0.7478638,2.1264264,RM
KL Aldridge,0,-0.7443757,2.1858771,RM
KL Aldridge,0,-0.7553375,2.2550598,RM
JT Ball,0,-0.6988412,2.1343651,RFM
JT Ball,0,-0.6867756,2.1144579,RFM
JT Ball,0,-0.6307284,2.0847778,RFM
JT Ball,0,-0.7096743,2.1717755,RFM
JT Ball,0,-0.7586424,2.1332681,RFM
KL Aldridge,0,-0.6855546,2.142907,RM
KL Aldridge,0,-0.7024942,2.1845787,RM
KL Aldridge,0,-0.760628,2.134455,RM
KL Aldridge,0,-0.8029211,2.1096682,RM
KL Aldridge,0,-0.7659198,2.1909866,RM
KL Aldridge,0,-0.7231617,2.1542695,RM
JT Ball,0,-0.6903885,2.1626977,RFM
JT Ball,0,-0.6995463,2.1210919,RFM
JT Ball,0,-0.6799505,2.0931376,RFM
KL Aldridge,0,-0.7574135,2.0645583,RM
KL Aldridge,0,-0.7137341,2.17635,RM
KL Aldridge,0,-0.9606146,2.2162317,RM
KL Aldridge,0,-0.9134933,2.1609745,RM
JT Ball,1,-0.7713834,2.20804,RFM
JT Ball,0,-0.7449347,2.1718217,RFM
JT Ball,0,-0.7042239,2.2063858,RFM
JT Ball,0,-0.7473745,2.1639092,RFM
KL Aldridge,1,-0.6850349,2.1473396,RM
KL Aldridge,0,-0.9128751,2.2098988,RM
KL Aldridge,0,-0.8499991,2.1540865,RM
KL Aldridge,4,-0.7078247,2.2795046,RM
KL Aldridge,0,-0.9498448,2.1906955,RM
JT Ball,4,-0.6902793,2.2107541,RFM
JT Ball,0,-0.8199536,2.2312127,RFM
JT Ball,3,-0.6900343,2.170808,RFM
JT Ball,0,-0.8042478,2.0311338,RFM
JT Ball,0,-0.7193762,2.1953445,RFM
JT Ball,0,-0.8016967,2.2239166,RFM
M Pretorius,0,-0.6483193,2.2163149,RFM
M Pretorius,1,-0.7705748,2.0919268,RFM
M Pretorius,0,-0.8023368,2.0925547,RFM
M Pretorius,0,-0.438631,2.1659623,RFM
M Pretorius,0,-0.6014496,2.1919715,RFM
JT Ball,1,-0.7367632,2.1596634,RFM
JT Ball,0,-0.7813203,2.2418009,RFM
JT Ball,1,-0.7882423,2.2066424,RFM
JT Ball,0,-0.7617935,2.1625553,RFM
M Pretorius,4,-0.5865044,2.0776826,RFM
M Pretorius,0,-0.6791493,2.1489141,RFM
M Pretorius,0,-0.6627686,2.1688686,RFM
M Pretorius,1,-0.6717614,2.0824212,RFM
M Pretorius,0,-0.6675778,2.0613326,RFM
MJ Leach,0,-0.6620686,2.110824,LOB
MJ Leach,0,-0.6161757,2.1278468,LOB
MJ Leach,0,-0.6277777,2.1961786,LOB
MJ Leach,0,-0.705926,2.1971355,LOB
MJ Leach,0,-0.5862496,2.1620565,LOB
M Pretorius,1,-0.7019006,2.1436316,RFM
M Pretorius,0,-0.6085183,2.0921962,RFM
M Pretorius,0,-0.6813919,2.1084441,RFM
M Pretorius,0,-0.7401256,2.0148186,RFM
M Pretorius,4,-0.6201666,1.9786763,RFM
M Pretorius,1,-0.671928,2.143727,RFM
MJ Leach,0,-0.651707,2.1704962,LOB
MJ Leach,0,-0.5876046,2.1244885,LOB
MJ Leach,0,-0.5779562,2.0877822,LOB
C Overton,0,-0.7710569,2.4164631,RFM
C Overton,0,-0.6987765,2.3710179,RFM
C Overton,0,-0.5845307,2.2008072,RFM
C Overton,4,-0.6642382,2.3211022,RFM
C Overton,0,-0.6416794,2.2898553,RFM
MJ Leach,0,-0.5567503,2.1458969,LOB
MJ Leach,0,-0.6353932,2.2131534,LOB
MJ Leach,2,-0.6413378,2.1985075,LOB
C Overton,0,-0.619844,2.3419037,RFM
C Overton,0,-0.7014384,2.2605405,RFM
C Overton,0,-0.8295762,2.3610611,RFM
C Overton,0,-0.6464615,2.2081761,RFM
C Overton,0,-0.7242814,2.2247102,RFM
C Overton,0,-0.8304129,2.3922718,RFM
MJ Leach,0,-0.7565745,2.2758518,LOB
MJ Leach,0,-0.5822472,2.1693151,LOB
MJ Leach,0,-0.6604638,2.1388131,LOB
C Overton,3,-0.6356328,2.2724551,RFM
C Overton,0,-0.6629256,2.354277,RFM
C Overton,0,-0.7146885,2.255306,RFM
C Overton,0,-0.7592048,2.3021811,RFM
MJ Leach,0,-0.7637063,2.114221,LOB
MJ Leach,0,-0.7055852,2.166751,LOB
MJ Leach,0,-0.6585551,2.1552182,LOB
MJ Leach,0,-0.6918134,2.2293792,LOB
MJ Leach,0,-0.5514179,2.2523502,LOB
MJ Leach,0,-0.5946186,2.1689426,LOB
KL Aldridge,0,-0.737155,2.1987896,RM
KL Aldridge,4,-0.6661915,2.1045909,RM
KL Aldridge,0,-0.8307399,2.1811726,RM
KL Aldridge,0,-0.7190452,2.1155785,RM
KL Aldridge,0,-0.6834625,2.2165686,RM
KL Aldridge,0,-0.609838,2.1142567,RM
MJ Leach,1,-0.7810997,2.1746854,LOB
MJ Leach,0,-0.6452376,2.1755078,LOB
MJ Leach,0,-0.65557,2.2417142,LOB
KL Aldridge,0,-0.6561295,2.170516,RM
KL Aldridge,0,-0.7143377,2.0266897,RM
KL Aldridge,0,-0.9139688,2.1415318,RM
KL Aldridge,0,-0.682336,2.1529693,RM
KL Aldridge,0,-0.9128109,2.191613,RM
KL Aldridge,0,-0.8182537,2.1292675,RM
MJ Leach,0,-0.7080116,2.2858584,LOB
MJ Leach,0,-0.7123424,2.2711066,LOB
MJ Leach,0,-0.8127849,2.3624902,LOB
MJ Leach,0,-0.5928224,2.2026877,LOB
MJ Leach,0,-0.6584023,2.2038691,LOB
KL Aldridge,0,-0.7105266,2.1515058,RM
KL Aldridge,0,-0.8217896,2.2361319,RM
KL Aldridge,4,-0.6289124,2.1999677,RM
KL Aldridge,0,-0.7392746,2.1321477,RM
KL Aldridge,0,-0.927364,2.0971219,RM
MJ Leach,0,-0.6199528,2.1701551,LOB
MJ Leach,0,-0.7438119,2.1680519,LOB
MJ Leach,4,-0.7051925,2.2401162,LOB
KL Aldridge,0,-0.733872,2.1735863,RM
KL Aldridge,0,-0.6848503,2.1578122,RM
KL Aldridge,1,-0.8095521,2.2182176,RM
KL Aldridge,4,-0.7437519,2.1880368,RM
KL Aldridge,1,-1.0479208,2.2212135,RM
MJ Leach,0,-0.7301824,2.2002861,LOB
MJ Leach,0,-0.7039214,2.1959862,LOB
MJ Leach,0,-0.6356374,2.1480539,LOB
MJ Leach,0,-0.6403854,2.1380832,LOB
MJ Leach,0,-0.7608868,2.1128322,LOB
ARI Umeed,0,-0.7187943,2.277307,RLB
ARI Umeed,0,-0.6668145,2.1949426,RLB
ARI Umeed,1,-0.6578158,2.1983804,RLB
ARI Umeed,0,-0.6959125,2.3700953,RLB
MJ Leach,0,-0.667599,2.244588,LOB
MJ Leach,0,-0.6371079,2.1494423,LOB
MJ Leach,0,-0.5058579,2.1405578,LOB
MJ Leach,0,-0.6962555,2.2523728,LOB
MJ Leach,0,-0.6346551,2.1749866,LOB
C Overton,0,-0.6185334,2.3513783,RFM
C Overton,0,-0.6730339,2.3419798,RFM
C Overton,0,-0.6444415,2.3121924,RFM
C Overton,0,-0.8277134,2.3727782,RFM
C Overton,0,-0.5914497,2.3465061,RFM
C Overton,0,-0.7857623,2.3713161,RFM
C Overton,0,-0.6727439,2.3550098,RFM
C Overton,0,-0.9314781,2.40677,RFM
C Overton,0,-0.8139343,2.2548121,RFM
C Overton,0,-0.7168615,2.3519789,RFM
JT Ball,2,-0.7388113,2.2244659,RFM
C Overton,3,-0.7633001,2.3398803,RFM
C Overton,0,-0.7074545,2.2743168,RFM
C Overton,0,-0.7063627,2.2869959,RFM
C Overton,1,-0.6961948,2.2464982,RFM
C Overton,0,-0.7526806,2.3027049,RFM
JT Ball,0,-0.7828013,2.1892611,RFM
JT Ball,0,-0.823285,2.2169301,RFM
C Overton,2,-0.7584005,2.3934077,RFM
C Overton,0,-0.7747685,2.4385096,RFM
C Overton,0,-0.5829868,2.2341956,RFM
M Pretorius,0,-0.771941,2.1776863,RFM
M Pretorius,0,-0.7717436,2.1253468,RFM
M Pretorius,0,-0.6413368,2.1318842,RFM
M Pretorius,1,-0.9768422,2.1665603,RFM
KL Aldridge,0,-0.7134377,2.2034904,RM
KL Aldridge,4,-0.7186061,2.0937805,RM
KL Aldridge,0,-0.7115289,2.1543459,RM
KL Aldridge,0,-0.7450548,2.1448037,RM
KL Aldridge,0,-0.7677161,2.1711143,RM
KL Aldridge,4,-0.9115306,2.198349,RM
M Pretorius,0,-0.6550196,2.159106,RFM
M Pretorius,0,-0.7252067,2.1558875,RFM
KL Aldridge,0,0.8098045,2.0951249,RM
KL Aldridge,0,0.7607919,2.1036322,RM
KL Aldridge,0,0.7583153,2.1431964,RM
KL Aldridge,1,0.7520607,2.158891,RM
KL Aldridge,0,-0.715584,2.1317753,RM
KL Aldridge,0,-0.7456008,2.1680888,RM
KL Aldridge,0,-0.9594902,2.190539,RM
KL Aldridge,0,-0.9371485,2.2490138,RM
KL Aldridge,1,-1.011146,2.2648175,RM
KL Aldridge,0,-1.0350114,2.2340118,RM
M Pretorius,0,-0.6755946,2.0231331,RFM
M Pretorius,0,-0.9092604,2.034355,RFM
KL Aldridge,1,-0.9343622,2.1507627,RM
KL Aldridge,4,-0.9348626,2.1446681,RM
KL Aldridge,0,-0.9384726,2.1975497,RM
KL Aldridge,0,-1.0177366,2.1763704,RM
KL Aldridge,0,-0.9618962,2.1798268,RM
M Pretorius,0,-0.7611462,2.0860382,RFM
C Overton,0,-0.713885,2.2710577,RFM
C Overton,0,-0.7757896,2.449864,RFM
C Overton,0,-0.7167534,2.2612125,RFM
C Overton,0,-0.6942757,2.2825697,RFM
C Overton,0,-0.8514047,2.3566531,RFM
C Overton,0,-0.7886115,2.2375274,RFM
C Overton,0,-0.6297327,2.292909,RFM
C Overton,1,-0.7232647,2.2130221,RFM
C Overton,0,-0.7449765,2.3360461,RFM
C Overton,4,-0.796183,2.4001361,RFM
C Overton,0,-0.7774201,2.3718267,RFM
C Overton,0,-0.7695261,2.456146,RFM
C Overton,0,-0.7878169,2.3840304,RFM
C Overton,0,-0.7224825,2.2828892,RFM
C Overton,0,-0.7902084,2.403856,RFM
C Overton,1,-0.6555953,2.2552009,RFM
M Pretorius,0,-0.7082905,2.0574802,RFM
C Overton,0,-0.7072794,2.3151312,RFM
C Overton,0,-0.6532708,2.271761,RFM
C Overton,0,-0.6460764,2.2558765,RFM
C Overton,1,-0.6907556,2.3064938,RFM
C Overton,0,-0.6147455,2.2550686,RFM
C Overton,0,-0.7112416,2.2571398,RFM
KL Aldridge,2,-0.7634913,2.2194446,RM
KL Aldridge,0,-0.7780098,2.1680038,RM
KL Aldridge,2,-0.7011037,2.1347607,RM
KL Aldridge,0,-0.6511034,2.1111901,RM
KL Aldridge,0,-0.7023214,2.1503148,RM
KL Aldridge,0,-0.8076796,2.2133151,RM
OP Stone,0,-0.4555983,2.0602665,RFM
OP Stone,0,-0.4544729,2.0805959,RFM
OP Stone,0,-0.501071,2.1092247,RFM
OP Stone,0,-0.4989018,2.103526,RFM
OP Stone,0,-0.5095956,2.1063534,RFM
OP Stone,4,-0.4633897,2.1108979,RFM
OP Stone,0,-0.4646241,2.0679286,RFM
OP Stone,0,-0.475485,2.1704067,RFM
OP Stone,0,-0.5242103,2.1164188,RFM
OP Stone,0,-0.5038824,2.1882367,RFM
OP Stone,0,-0.5001644,2.1503992,RFM
OP Stone,0,-0.4510811,2.0699853,RFM
OP Stone,0,-0.4910575,2.1499567,RFM
OP Stone,0,-0.4603762,2.1854275,RFM
OP Stone,0,-0.4358496,2.0369809,RFM
OP Stone,4,-0.4783605,2.1645159,RFM
