Bowler,Runs,ReleaseY,ReleaseZ,Bowler Type
OJ Hannon-Dalby,0,-0.6173745,2.2043755,RFM
C Rushworth,0,0.8724634,1.9873234,RFM
C Rushworth,4,0.9718384,2.0982023,RFM
C Rushworth,0,0.9307137,2.1037181,RFM
C Rushworth,1,0.8814317,2.0901213,RFM
C Rushworth,1,-0.6520767,2.1046505,RFM
C Rushworth,0,0.9019663,2.092349,RFM
OJ Hannon-Dalby,0,-0.6124633,2.2414048,RFM
OJ Hannon-Dalby,0,-0.6344286,2.2142072,RFM
OJ Hannon-Dalby,0,-0.6136198,2.1970559,RFM
OJ Hannon-Dalby,0,-0.6225639,2.2046167,RFM
OJ Hannon-Dalby,0,-0.6300146,2.2013574,RFM
OJ Hannon-Dalby,0,-0.4079845,2.2082297,RFM
C Rushworth,0,0.9750745,2.1241694,RFM
C Rushworth,0,0.94326,2.1148684,RFM
C Rushworth,1,0.8936257,2.0830627,RFM
C Rushworth,1,-0.6551652,1.9535466,RFM
C Rushworth,4,0.9319051,2.0905892,RFM
OJ Hannon-Dalby,0,-0.5260432,2.2191359,RFM
OJ Hannon-Dalby,0,-0.6378484,2.2043497,RFM
C Rushworth,0,0.8389007,2.062171,RFM
C Rushworth,0,0.7831647,1.9313466,RFM
C Rushworth,0,0.8704453,2.09912,RFM
C Rushworth,0,0.8503553,2.0807875,RFM
C Rushworth,0,0.8694497,2.093586,RFM
C Rushworth,1,0.8311189,2.1188295,RFM
G Stewart,0,-0.5964152,2.0879282,RFM
G Stewart,0,-0.6134404,2.1043636,RFM
G Stewart,0,-0.6614203,2.0990131,RFM
G Stewart,0,-0.6011823,2.0906273,RFM
G Stewart,2,-0.6077948,2.0755127,RFM
CH Stobo,0,-0.5520567,2.2253379,RFM
CH Stobo,2,-0.5873675,2.2311633,RFM
CH Stobo,0,-0.5136035,2.1640423,RFM
CH Stobo,4,-0.5492212,2.2292313,RFM
CH Stobo,0,-0.5707362,2.1910764,RFM
G Stewart,0,-0.5887277,2.0572401,RFM
G Stewart,0,-0.6700741,2.0841963,RFM
G Stewart,1,-0.6543291,2.0817257,RFM
G Stewart,0,-0.723108,2.0815975,RFM
G Stewart,0,-0.7564048,2.1124677,RFM
CH Stobo,0,-0.5470006,2.2182179,RFM
CH Stobo,0,-0.5456042,2.1903578,RFM
CH Stobo,0,-0.5841246,2.1931778,RFM
CH Stobo,0,0.9801754,2.1504104,RFM
CH Stobo,0,0.9396614,2.1135183,RFM
G Stewart,1,-0.8790543,2.0973792,RFM
G Stewart,0,-0.6296854,2.0518221,RFM
G Stewart,0,-0.6585501,2.0456049,RFM
CH Stobo,3,-0.6392493,2.2498303,RFM
CH Stobo,0,1.0687684,2.2245975,RFM
CH Stobo,0,0.9877047,2.1430665,RFM
CH Stobo,0,0.9899155,2.2102471,RFM
CH Stobo,0,1.0244336,2.2056496,RFM
G Stewart,0,-0.8061822,2.1303259,RFM
G Stewart,0,-0.7319117,2.0551671,RFM
CH Stobo,0,-0.5176493,2.2336536,RFM
CH Stobo,4,-0.5340467,2.2368656,RFM
CH Stobo,1,-0.4941946,2.231366,RFM
CH Stobo,4,-0.5721577,2.2443336,RFM
CH Stobo,3,-0.5932005,2.2351765,RFM
G Stewart,0,-0.7660683,2.0898967,RFM
G Stewart,0,-0.7398731,2.0321518,RFM
CH Stobo,0,-0.5892755,2.2210965,RFM
CH Stobo,4,-0.6044062,2.2090223,RFM
CH Stobo,0,-0.5795061,2.216088,RFM
CH Stobo,0,-0.5719432,2.2187206,RFM
CH Stobo,0,-0.5637987,2.2214965,RFM
CH Stobo,0,-0.5797689,2.2133028,RFM
GA Garrett,4,1.0777905,2.2174237,RFM
GA Garrett,0,1.1177494,2.1802507,RFM
GA Garrett,0,1.1530773,2.2218598,RFM
GA Garrett,0,1.1139866,2.1939825,RFM
GA Garrett,4,1.0860734,2.1537555,RFM
ARJ Ogborne,0,-0.9046401,2.0634012,LFM
ARJ Ogborne,4,-0.8270551,1.9168334,LFM
ARJ Ogborne,4,-0.941318,2.0807312,LFM
ARJ Ogborne,0,-0.9144002,2.0642587,LFM
ARJ Ogborne,0,0.7802933,2.0880465,LFM
ARJ Ogborne,4,0.7564273,2.0792648,LFM
GA Garrett,0,1.1117458,2.1848354,RFM
GA Garrett,4,1.104278,2.1699178,RFM
GA Garrett,3,1.0814334,2.1830913,RFM
GA Garrett,0,1.1510635,2.1660736,RFM
GA Garrett,0,1.247381,2.2030094,RFM
GA Garrett,2,1.23408,2.2213429,RFM
ARJ Ogborne,1,0.7533103,2.0444239,LFM
ARJ Ogborne,0,0.9079112,2.0739911,LFM
ARJ Ogborne,0,0.8644304,2.0640272,LFM
GA Garrett,0,1.1697738,2.21608,RFM
GA Garrett,3,1.1365177,2.1671792,RFM
GA Garrett,0,1.1496488,2.1620184,RFM
GA Garrett,1,1.1560831,2.1913461,RFM
GA Garrett,0,1.129401,2.1726755,RFM
ARJ Ogborne,4,0.9037488,2.0918163,LFM
GA Garrett,0,1.1355294,2.1691617,RFM
GA Garrett,0,1.1297899,2.1869575,RFM
GA Garrett,0,1.1184511,2.1615941,RFM
GA Garrett,2,1.2275997,2.2301135,RFM
ARJ Ogborne,0,0.8447688,2.0562359,LFM
ARJ Ogborne,0,0.8702159,2.0403004,LFM
ARJ Ogborne,0,0.9475714,2.0605027,LFM
GA Garrett,0,1.1033594,2.1867853,RFM
GA Garrett,4,1.1191698,2.1928053,RFM
GA Garrett,0,1.1135177,2.1150612,RFM
GA Garrett,0,1.1626944,2.1539464,RFM
GA Garrett,2,-0.5637378,2.2029595,RFM
GA Garrett,0,-0.5584147,2.1551953,RFM
GA Garrett,4,-0.5536033,2.161176,RFM
ARJ Ogborne,4,0.7715329,2.0827215,LFM
ARJ Ogborne,1,0.6951527,2.049471,LFM
GA Garrett,0,-0.536741,2.1396139,RFM
GA Garrett,0,-0.5770089,2.1884732,RFM
GA Garrett,0,-0.5563839,2.1588756,RFM
GA Garrett,0,-0.5857611,2.1405103,RFM
GA Garrett,0,-0.5791393,2.1943053,RFM
GA Garrett,0,-0.5284089,2.1932051,RFM
MW Parkinson,0,-0.8724606,1.9067624,RLB
MW Parkinson,0,-0.8590043,1.9275651,RLB
MW Parkinson,0,-0.9932974,1.9375598,RLB
CH Stobo,0,0.997156,2.106204,RFM
CH Stobo,0,1.0786774,2.1977248,RFM
CH Stobo,1,0.9806373,2.2300699,RFM
CH Stobo,0,-0.563038,2.2151137,RFM
CH Stobo,0,-0.56688,2.299451,RFM
CH Stobo,0,-0.5797444,2.2755354,RFM
MW Parkinson,0,-0.8381466,1.9294349,RLB
MW Parkinson,0,-0.8882344,1.92927,RLB
CH Stobo,0,-0.5872889,2.2205157,RFM
CH Stobo,0,-0.564633,2.2718928,RFM
CH Stobo,0,-0.5906594,2.3086835,RFM
CH Stobo,0,-0.5728784,2.2388651,RFM
CH Stobo,0,-0.5662078,2.2555407,RFM
CH Stobo,0,-0.5737656,2.1914432,RFM
MW Parkinson,0,-0.8198344,1.8917399,RLB
CH Stobo,0,-0.6352492,2.2473851,RFM
CH Stobo,0,-0.5199881,2.1773149,RFM
CH Stobo,0,-0.574984,2.2061711,RFM
CH Stobo,0,-0.5647884,2.2672508,RFM
CH Stobo,0,-0.5140925,2.2231117,RFM
CH Stobo,0,-0.5528798,2.1896168,RFM
G Stewart,0,0.8727341,2.0405919,RFM
G Stewart,0,0.9479097,2.1091478,RFM
G Stewart,0,0.9051763,2.0522881,RFM
G Stewart,4,0.9859249,2.0392422,RFM
CH Stobo,0,-0.5856468,2.2792114,RFM
CH Stobo,0,-0.8477199,2.2546606,RFM
CH Stobo,1,-0.5779356,2.1869309,RFM
CH Stobo,0,1.1001727,2.2015019,RFM
CH Stobo,0,1.0694129,2.2040948,RFM
G Stewart,0,-0.7778172,2.0184869,RFM
G Stewart,0,-0.8291391,2.0676116,RFM
G Stewart,0,-0.7794865,2.0482958,RFM
CH Stobo,4,-0.5556045,2.2295254,RFM
CH Stobo,4,-0.664093,2.2141107,RFM
CH Stobo,0,-0.5753002,2.3083013,RFM
CH Stobo,0,-0.5799109,2.1783611,RFM
CH Stobo,0,-0.5814667,2.2142144,RFM
CH Stobo,0,-0.5776307,2.2190646,RFM
G Stewart,0,0.9032051,2.0526526,RFM
G Stewart,0,0.9157715,2.0924964,RFM
G Stewart,0,-0.8172319,2.0349611,RFM
G Stewart,0,-0.8213003,2.0586911,RFM
GA Garrett,0,1.2503989,2.2226406,RFM
GA Garrett,0,1.1544218,2.1909809,RFM
GA Garrett,4,1.2350038,2.1921258,RFM
GA Garrett,4,1.0404587,2.1790287,RFM
GA Garrett,0,1.218977,2.2335587,RFM
G Stewart,0,-0.7245555,2.0429449,RFM
G Stewart,0,-0.7639392,2.0401778,RFM
G Stewart,0,-0.7261307,2.0395756,RFM
G Stewart,0,-0.7395174,2.0522043,RFM
GA Garrett,4,1.0912242,2.1448344,RFM
GA Garrett,0,1.2655631,2.2019944,RFM
GA Garrett,0,1.2082009,2.1963554,RFM
GA Garrett,0,1.1573601,2.1820339,RFM
GA Garrett,2,1.2255123,2.2030762,RFM
GA Garrett,1,1.1628177,2.1794561,RFM
G Stewart,0,0.9621651,2.0879038,RFM
G Stewart,0,0.8701935,2.0032358,RFM
G Stewart,0,0.9558276,2.054229,RFM
GA Garrett,1,-0.5695931,2.1763365,RFM
GA Garrett,0,1.1499199,2.1575611,RFM
GA Garrett,4,1.184141,2.1735379,RFM
GA Garrett,4,1.2072827,2.2022216,RFM
GA Garrett,0,1.1700959,2.1812935,RFM
GA Garrett,0,1.1604317,2.2023911,RFM
MW Parkinson,0,-0.796397,1.911838,RLB
MW Parkinson,0,-0.920083,1.9225066,RLB
ARJ Ogborne,1,-0.802995,2.1075496,LFM
ARJ Ogborne,0,0.8224196,2.0862641,LFM
ARJ Ogborne,0,0.6678748,2.0176905,LFM
MW Parkinson,0,-0.8026418,1.9364479,RLB
MW Parkinson,1,-0.7673809,1.8970844,RLB
MW Parkinson,0,-0.9342901,1.8968277,RLB
MW Parkinson,1,-0.8162854,1.9123671,RLB
ARJ Ogborne,1,-0.6011715,2.0812278,LFM
MW Parkinson,0,-0.7891918,1.8922156,RLB
MW Parkinson,0,-0.7722208,1.900245,RLB
MW Parkinson,1,-0.8026169,1.9191284,RLB
MW Parkinson,0,-0.9034004,1.956851,RLB
ARJ Ogborne,0,-0.5973594,2.0754739,LFM
ARJ Ogborne,0,-0.6515998,2.1125776,LFM
ARJ Ogborne,0,-0.6485699,2.0938119,LFM
ARJ Ogborne,2,-0.6857421,2.1175297,LFM
MW Parkinson,0,-0.8839081,1.9205994,RLB
MW Parkinson,1,-0.8870946,1.9167051,RLB
MW Parkinson,1,-0.7886889,1.9148836,RLB
MW Parkinson,0,-0.8647288,1.9099509,RLB
MW Parkinson,0,-0.8967704,1.904807,RLB
ARJ Ogborne,0,-0.6818674,2.0775295,LFM
ARJ Ogborne,0,-0.6530354,2.088719,LFM
ARJ Ogborne,0,-0.5975707,2.07945,LFM
ARJ Ogborne,0,-0.6869337,2.1095445,LFM
ARJ Ogborne,0,-0.6053392,2.0753551,LFM
ARJ Ogborne,0,-0.6343792,2.0820035,LFM
MW Parkinson,0,-0.7999957,1.9025273,RLB
MW Parkinson,0,-0.8548833,1.8945546,RLB
MW Parkinson,1,-0.7726352,1.8685059,RLB
ARJ Ogborne,0,-0.6108446,2.0579835,LFM
ARJ Ogborne,0,-0.5813502,2.066452,LFM
ARJ Ogborne,0,-0.6186859,2.0599202,LFM
ARJ Ogborne,0,-0.6313701,2.1051175,LFM
ARJ Ogborne,0,-0.5788898,2.0580358,LFM
MW Parkinson,0,1.0847323,1.9136235,RLB
MW Parkinson,0,1.0067774,1.9168033,RLB
MW Parkinson,0,0.8404205,1.8604405,RLB
ARJ Ogborne,1,0.7472245,2.1028957,LFM
MW Parkinson,0,1.0721307,1.962807,RLB
MW Parkinson,0,0.9682241,1.9250331,RLB
MW Parkinson,0,0.9829199,1.9084552,RLB
JA Leaning,0,1.0034834,2.2347557,ROB
JA Leaning,0,1.0581462,2.2093066,ROB
JA Leaning,0,1.076471,2.2027951,ROB
JA Leaning,0,1.0589331,2.225487,ROB
MW Parkinson,0,1.0073942,1.9433012,RLB
MW Parkinson,0,1.0384778,1.9117238,RLB
MW Parkinson,4,0.8845488,1.9117968,RLB
MW Parkinson,0,0.9639072,1.9121452,RLB
JA Leaning,0,1.09901,2.1866931,ROB
JA Leaning,0,1.126539,2.2224761,ROB
JA Leaning,0,1.1046659,2.2280024,ROB
JA Leaning,0,1.108281,2.2131541,ROB
JA Leaning,0,1.1304776,2.2271625,ROB
MW Parkinson,0,0.8067267,1.847026,RLB
MW Parkinson,0,0.9179612,1.9572531,RLB
MW Parkinson,0,0.8662302,1.8528847,RLB
CH Stobo,0,1.0738986,2.2444738,RFM
CH Stobo,0,1.0752645,2.2081726,RFM
ARJ Ogborne,4,0.7340892,2.1024717,LFM
ARJ Ogborne,0,0.7779437,2.0683986,LFM
ARJ Ogborne,0,0.8266293,2.0810479,LFM
CH Stobo,0,1.0126509,2.2235384,RFM
CH Stobo,0,1.003166,2.2208832,RFM
CH Stobo,0,1.0293304,2.1822737,RFM
CH Stobo,4,-0.5535128,2.1594703,RFM
CH Stobo,0,-0.637321,2.2166509,RFM
ARJ Ogborne,0,0.7978008,2.0636044,LFM
ARJ Ogborne,0,0.7802585,2.069497,LFM
CH Stobo,0,-0.5767763,2.2001234,RFM
CH Stobo,0,-0.6285722,2.2252202,RFM
CH Stobo,0,-0.6346524,2.2043541,RFM
G Stewart,0,0.9651929,2.019341,RFM
G Stewart,0,0.9935361,2.0282692,RFM
G Stewart,4,0.9998844,2.0804384,RFM
CH Stobo,0,1.0024548,2.2331403,RFM
CH Stobo,4,1.0293555,2.2714127,RFM
CH Stobo,0,0.969107,2.0413161,RFM
CH Stobo,0,1.0192587,2.188547,RFM
CH Stobo,0,1.0707919,2.1808199,RFM
CH Stobo,0,1.0157814,2.1713075,RFM
G Stewart,0,-0.7766515,2.0811823,RFM
G Stewart,0,-0.8000144,2.0772924,RFM
G Stewart,0,-0.6622617,2.0577918,RFM
G Stewart,0,-0.6637846,2.0421697,RFM
G Stewart,0,-0.6502403,2.0414722,RFM
MW Parkinson,1,1.0342526,1.9479389,RLB
MW Parkinson,0,1.0136812,1.9368177,RLB
G Stewart,0,-0.7482366,2.0794888,RFM
G Stewart,4,-0.7578411,2.0682082,RFM
G Stewart,0,0.9674292,2.0559306,RFM
MW Parkinson,0,1.0351297,1.9561724,RLB
MW Parkinson,0,1.0819959,1.9480006,RLB
MW Parkinson,0,0.9895356,1.9694111,RLB
GA Garrett,1,1.0941531,2.1336647,RFM
GA Garrett,1,-0.5994343,2.2078363,RFM
GA Garrett,0,1.1842256,2.176851,RFM
GA Garrett,0,1.0883812,2.1618156,RFM
GA Garrett,0,1.1135217,2.1450764,RFM
GA Garrett,0,1.1020238,2.1157286,RFM
MW Parkinson,1,-0.7556498,1.9236256,RLB
MW Parkinson,1,-0.7078013,1.8894024,RLB
GA Garrett,0,-0.5582083,2.1882124,RFM
GA Garrett,0,-0.5539606,2.1552023,RFM
GA Garrett,0,-0.516713,2.1826614,RFM
GA Garrett,0,-0.5940982,2.2001971,RFM
GA Garrett,0,-0.5575809,2.1899217,RFM
GA Garrett,0,-0.5453093,2.1662871,RFM
GA Garrett,0,-0.5699006,2.1628407,RFM
MW Parkinson,0,0.9278744,1.9265272,RLB
MW Parkinson,0,0.9336117,1.940984,RLB
GA Garrett,0,1.1127587,2.1184526,RFM
GA Garrett,0,1.1968197,2.175081,RFM
GA Garrett,0,1.1331171,2.1592577,RFM
GA Garrett,0,1.0780172,2.1310503,RFM
GA Garrett,0,1.155665,2.1629748,RFM
GA Garrett,0,1.1833553,2.1571659,RFM
MW Parkinson,1,-0.8357352,1.9434693,RLB
GA Garrett,1,-0.541029,2.188219,RFM
GA Garrett,0,1.2012404,2.1982817,RFM
GA Garrett,0,1.1190391,2.1888619,RFM
GA Garrett,0,1.270657,2.1927898,RFM
GA Garrett,0,1.1108324,2.1563608,RFM
GA Garrett,4,-0.4358133,2.222135,RFM
GA Garrett,0,-0.409881,2.1433941,RFM
MW Parkinson,0,1.0125096,1.9366871,RLB
MW Parkinson,0,0.9931946,1.9354538,RLB
MW Parkinson,1,1.0591602,1.9521141,RLB
JDM Evison,4,-0.6551753,1.9785063,RM
JDM Evison,0,-0.6159825,1.9510559,RM
JDM Evison,0,-0.6580983,2.0017703,RM
JDM Evison,0,-0.6863116,1.9732983,RM
MW Parkinson,0,0.9606995,2.0039639,RLB
MW Parkinson,0,0.8131781,1.9114781,RLB
JDM Evison,0,-0.7460778,1.9676647,RM
JDM Evison,0,-0.6799152,1.9641199,RM
MW Parkinson,1,0.9281309,1.9374386,RLB
JDM Evison,1,0.9095512,1.9640454,RM
JDM Evison,0,-0.6941541,1.9755071,RM
JDM Evison,0,-0.7230327,1.9654734,RM
JDM Evison,0,-0.6762594,1.9271359,RM
JDM Evison,1,-0.6964451,1.9477282,RM
JDM Evison,1,0.8429537,1.9462156,RM
G Stewart,0,-0.5732485,2.0886746,RFM
G Stewart,4,-0.6234154,2.0573327,RFM
G Stewart,0,-0.7330612,2.0741437,RFM
CH Stobo,0,-0.5120962,2.267621,RFM
CH Stobo,1,-0.4584104,2.1837595,RFM
CH Stobo,0,-0.5553493,2.2811143,RFM
CH Stobo,0,-0.5781759,2.2843266,RFM
CH Stobo,0,-0.6408962,2.255834,RFM
CH Stobo,1,-0.6792994,2.2875616,RFM
G Stewart,0,-0.7551422,2.0904074,RFM
G Stewart,0,-0.7470892,2.0437554,RFM
G Stewart,0,-0.7517196,2.0912899,RFM
G Stewart,4,-0.7670323,2.0367961,RFM
CH Stobo,0,-0.4868632,2.2750259,RFM
CH Stobo,0,-0.533589,2.2741791,RFM
CH Stobo,0,-0.5399933,2.3048409,RFM
CH Stobo,0,-0.5441488,2.2785693,RFM
CH Stobo,0,-0.5829934,2.2813559,RFM
G Stewart,0,-0.6158642,2.0297571,RFM
ARJ Ogborne,1,-0.6777008,2.054016,LFM
ARJ Ogborne,0,-0.6521808,2.0657234,LFM
ARJ Ogborne,0,-0.7667491,2.0882299,LFM
ARJ Ogborne,0,-0.6179413,2.0380615,LFM
CH Stobo,1,-0.5918628,2.2683619,RFM
CH Stobo,0,-0.6658438,2.3058125,RFM
CH Stobo,0,-0.613943,2.2615041,RFM
CH Stobo,0,-0.6101665,2.3007461,RFM
CH Stobo,4,-0.6221705,2.3042358,RFM
CH Stobo,4,-0.6245576,2.2907621,RFM
ARJ Ogborne,0,0.7206733,2.1266151,LFM
ARJ Ogborne,0,0.6562387,2.0580587,LFM
ARJ Ogborne,1,0.7448136,2.0923497,LFM
ARJ Ogborne,1,-0.689632,2.0850836,LFM
ARJ Ogborne,4,0.7227171,2.0563599,LFM
CH Stobo,0,-0.5600423,2.2682908,RFM
CH Stobo,2,-0.7871404,2.2817653,RFM
CH Stobo,0,-0.8350235,2.3156419,RFM
CH Stobo,0,-0.6309952,2.2714301,RFM
ARJ Ogborne,1,0.7762535,2.0892942,LFM
ARJ Ogborne,0,-0.8649327,2.111958,LFM
ARJ Ogborne,4,-0.856233,2.0169443,LFM
ARJ Ogborne,0,-0.7262634,2.083225,LFM
ARJ Ogborne,0,-0.8361573,2.1089115,LFM
CH Stobo,1,-0.5859689,2.2617374,RFM
CH Stobo,0,-0.5466081,2.2594727,RFM
ARJ Ogborne,0,0.6738574,2.0549509,LFM
MW Parkinson,0,-0.8781897,1.948109,RLB
ARJ Ogborne,0,-0.7839327,2.0768102,LFM
ARJ Ogborne,0,0.650276,2.0559347,LFM
ARJ Ogborne,0,-0.6181242,2.0297909,LFM
MW Parkinson,1,-0.7434429,1.9590705,RLB
MW Parkinson,1,-0.8363421,1.9679571,RLB
MW Parkinson,0,-0.7204643,1.9523966,RLB
JDM Evison,0,0.9245228,1.950362,RM
JDM Evison,0,0.9830513,1.9251931,RM
JDM Evison,0,0.8777051,1.96418,RM
JDM Evison,1,0.9564345,1.8821975,RM
JDM Evison,0,-0.7294292,1.9551382,RM
MW Parkinson,1,-0.8670763,1.9804658,RLB
MW Parkinson,1,-0.7463259,1.9270281,RLB
JDM Evison,0,-0.6864015,1.9568588,RM
JDM Evison,0,-0.7401148,1.9892352,RM
JDM Evison,0,-0.840159,1.8849867,RM
JDM Evison,0,-0.7401245,1.9122576,RM
JDM Evison,0,-0.6295331,1.9393078,RM
JDM Evison,0,-0.7031,1.896568,RM
MW Parkinson,0,-0.9067342,1.9698128,RLB
MW Parkinson,1,-0.8876436,1.9546516,RLB
MW Parkinson,0,-0.7998452,1.9585378,RLB
JDM Evison,4,0.9599009,1.9604458,RM
JDM Evison,1,0.953392,1.9559558,RM
JDM Evison,0,-0.6960908,1.9851129,RM
JDM Evison,0,-0.7408068,1.9107512,RM
JDM Evison,0,-0.8373753,1.9670419,RM
JDM Evison,0,-0.9435886,1.9763919,RM
MW Parkinson,0,-0.9340841,1.9570327,RLB
MW Parkinson,0,-0.8808934,1.9206951,RLB
JDM Evison,4,0.9817652,1.9550569,RM
JDM Evison,0,-0.6408021,1.9412209,RM
JDM Evison,1,0.9490289,1.9406148,RM
JDM Evison,1,-0.7804395,1.9641093,RM
MW Parkinson,0,-0.7776848,1.9528124,RLB
MW Parkinson,0,-0.7839531,1.9443086,RLB
JDM Evison,0,-0.5868486,1.9401235,RM
JDM Evison,0,-0.6216224,1.9261588,RM
JDM Evison,1,-0.6235377,1.9567204,RM
JDM Evison,0,-0.7023588,1.9409066,RM
JDM Evison,0,-0.9626845,1.9471602,RM
JDM Evison,0,-0.5945401,1.8897779,RM
GA Garrett,0,1.1907083,2.2098362,RFM
GA Garrett,0,1.1532297,2.1809474,RFM
GA Garrett,0,1.0902342,2.1647554,RFM
GA Garrett,1,1.2305021,2.1745855,RFM
GA Garrett,0,-0.6076703,2.2427063,RFM
MW Parkinson,0,-0.8628313,1.9595012,RLB
GA Garrett,0,1.2751139,2.1311568,RFM
GA Garrett,0,1.1287874,2.1869312,RFM
GA Garrett,0,1.1994176,2.1896032,RFM
GA Garrett,0,1.0654211,2.1954439,RFM
GA Garrett,0,-0.5054241,2.2247635,RFM
GA Garrett,0,-0.491041,2.1950014,RFM
OJ Hannon-Dalby,0,-0.3778003,2.1857001,RFM
C Rushworth,0,0.7805828,2.0987905,RFM
C Rushworth,4,0.7773371,2.1439563,RFM
C Rushworth,0,0.8214482,2.1085129,RFM
C Rushworth,2,0.7638735,2.0987772,RFM
C Rushworth,0,0.7786218,2.0990345,RFM
C Rushworth,0,0.7756983,2.1194991,RFM
OJ Hannon-Dalby,0,-0.3670976,2.08575,RFM
OJ Hannon-Dalby,0,-0.4583011,2.1888043,RFM
C Rushworth,0,0.8157029,2.1502661,RFM
C Rushworth,0,0.7981463,2.1237599,RFM
C Rushworth,1,0.8276585,2.138495,RFM
C Rushworth,0,-0.6758759,2.0915248,RFM
C Rushworth,0,-0.7323529,2.1019559,RFM
C Rushworth,0,-0.7617099,2.1270462,RFM
OJ Hannon-Dalby,0,-0.4751657,2.1929583,RFM
OJ Hannon-Dalby,0,-0.4113057,2.1143992,RFM
OJ Hannon-Dalby,1,-0.4009399,2.190181,RFM
OJ Hannon-Dalby,0,-0.4053807,2.1118319,RFM
C Rushworth,0,-0.6976359,2.1088709,RFM
C Rushworth,1,-0.7355764,2.1235185,RFM
C Rushworth,0,-0.7121564,2.0987916,RFM
C Rushworth,0,-0.66888,2.0888754,RFM
C Rushworth,0,-0.6759022,2.1037663,RFM
OJ Hannon-Dalby,0,-0.378029,2.1742833,RFM
OJ Hannon-Dalby,0,-0.3948295,2.107009,RFM
OJ Hannon-Dalby,0,-0.3807168,2.0815848,RFM
C Rushworth,2,-0.7375475,2.1222615,RFM
C Rushworth,0,-0.6879308,2.1588581,RFM
C Rushworth,4,-0.6284862,2.1056204,RFM
C Rushworth,2,-0.6517132,2.1141685,RFM
C Rushworth,0,-0.697665,2.125525,RFM
C Rushworth,0,-0.7109982,2.0939915,RFM
OJ Hannon-Dalby,1,-0.6331554,2.1495335,RFM
OJ Hannon-Dalby,0,-0.6993515,2.2337476,RFM
C Rushworth,0,-0.7439352,2.1111333,RFM
C Rushworth,0,-0.6848027,2.0972587,RFM
C Rushworth,0,-0.7053627,2.0968852,RFM
C Rushworth,0,-0.7554432,2.1100683,RFM
C Rushworth,0,-0.7241066,2.1199232,RFM
C Rushworth,0,-0.7663772,2.1213073,RFM
OJ Hannon-Dalby,1,-0.3919089,2.1214249,RFM
OJ Hannon-Dalby,0,-0.3368711,2.1465563,RFM
OJ Hannon-Dalby,0,-0.6755796,2.1532649,RFM
OJ Hannon-Dalby,0,-0.3411712,2.0527389,RFM
EG Barnard,0,-0.6338199,2.0207708,RFM
EG Barnard,0,-0.6355129,1.9999252,RFM
EG Barnard,0,-0.7093578,2.017632,RFM
EG Barnard,0,-0.6431214,1.9995215,RFM
EG Barnard,0,-0.6998552,2.0090527,RFM
EG Barnard,0,-0.7383902,2.039788,RFM
EG Barnard,0,-0.6870903,2.0426795,RFM
EG Barnard,0,-0.6916246,2.0374286,RFM
EG Barnard,0,-0.6893998,2.0088782,RFM
EG Barnard,0,-0.971064,2.059629,RFM
EG Barnard,4,-0.6771318,1.9956428,RFM
EG Barnard,0,-0.6882332,1.996643,RFM
MG Booth,0,-0.790137,1.9754258,RFM
MG Booth,1,-0.7562622,1.992744,RFM
EG Barnard,0,-0.7369028,2.0456919,RFM
EG Barnard,0,-0.7372429,2.0634734,RFM
EG Barnard,4,-0.6972837,2.0159022,RFM
EG Barnard,0,-0.9844565,2.0261726,RFM
EG Barnard,1,-0.6784284,2.0295581,RFM
EG Barnard,4,-0.718502,1.8913204,RFM
EG Barnard,2,-0.6744982,1.9946229,RFM
EG Barnard,0,-0.692278,2.0490489,RFM
EG Barnard,4,-0.719969,2.0231177,RFM
EG Barnard,0,-0.6677615,2.0113622,RFM
EG Barnard,0,-0.6945494,2.002621,RFM
MG Booth,1,-0.753909,1.9952458,RFM
EG Barnard,1,-0.6853955,1.9700079,RFM
EG Barnard,0,-0.6939503,2.0117691,RFM
EG Barnard,4,-0.9949821,2.0038025,RFM
MD Rae,0,-0.4458147,2.1571342,RFM
MD Rae,4,-0.4769574,2.0597123,RFM
MD Rae,0,-0.5363271,2.1423549,RFM
JG Bethell,0,-0.9445784,2.155162,LOB
JG Bethell,0,-0.8378978,2.1382401,LOB
JG Bethell,0,-0.8713624,2.1325045,LOB
JG Bethell,0,-0.8167174,2.1101093,LOB
JG Bethell,0,-0.8409801,2.1240592,LOB
JG Bethell,0,-0.8184894,2.0917216,LOB
MD Rae,0,-0.448454,2.1424722,RFM
JG Bethell,0,-0.8755813,2.1151199,LOB
JG Bethell,0,-0.9693485,2.1746506,LOB
JG Bethell,0,-0.8357887,2.1211213,LOB
JG Bethell,0,-0.8529856,2.1410561,LOB
JG Bethell,1,-1.1008643,2.1286255,LOB
JG Bethell,0,-0.9623675,2.1106476,LOB
MD Rae,0,-0.4452459,2.1384094,RFM
MD Rae,0,-0.5323166,2.1879113,RFM
JG Bethell,1,-0.8959118,2.1403436,LOB
JG Bethell,0,-0.8682617,2.1504067,LOB
JG Bethell,0,-0.9248944,2.1241335,LOB
JG Bethell,1,-0.9412819,2.1295855,LOB
JG Bethell,0,-0.9349018,2.1466027,LOB
OJ Hannon-Dalby,1,-0.6224671,2.1994467,RFM
OJ Hannon-Dalby,0,-0.6245586,2.2246289,RFM
OJ Hannon-Dalby,0,-0.6363423,2.213291,RFM
OJ Hannon-Dalby,1,-0.6569631,2.2071879,RFM
OJ Hannon-Dalby,0,-0.5698963,2.1362749,RFM
