Bowler,Runs,Batting Hand,ReleaseY,ReleaseZ,PitchX,PitchY,PastY,PastZ
LV van Beek,0,LHB,0.9071959,1.9870059,8.9187614,0.5817411,0.4538993,1.0382191
LV van Beek,1,LHB,1.0132908,2.0374683,7.9836704,0.5847147,0.3329133,1.0793804
LV van Beek,1,RHB,-0.8215897,1.9893976,7.4243935,-0.2369516,0.2434136,0.8003791
LV van Beek,0,LHB,0.8758378,2.0004869,6.8952638,0.7336985,0.7189515,0.7383598
LV van Beek,0,LHB,0.855369,2.0388197,7.7880654,0.4755618,0.1717843,0.9258542
GS Virdi,0,RHB,-0.6610353,2.0775123,4.3047134,-0.3017356,-0.0993388,0.6930734
GS Virdi,1,RHB,-0.6083008,2.0765185,5.7920174,-0.1939972,0.3060444,0.6258745
GS Virdi,0,LHB,0.9969382,2.0830142,5.9105057,0.1117572,0.0710945,0.5718364
GS Virdi,0,LHB,0.9587149,2.106023,4.0190965,0.0404583,0.06483,0.335836
GS Virdi,0,LHB,0.9604216,2.0858177,5.3704703,0.3150101,0.4666271,0.5775425
TAI Taylor,4,LHB,1.0983694,2.0818477,5.2646298,0.4286963,0.1340328,0.5858119
TAI Taylor,1,LHB,1.1138578,2.1083637,5.6262043,0.3979802,0.1924832,0.5642491
TAI Taylor,0,RHB,-0.7890158,2.0398671,6.0568897,-0.3032275,-0.1606649,0.7313272
TAI Taylor,0,RHB,-0.9647824,2.0658202,5.514262,-0.1602135,0.0096272,0.6668427
TAI Taylor,1,RHB,-0.844719,2.0576926,4.789206,-0.2262768,-0.1164316,0.5945762
TAI Taylor,1,LHB,1.1045272,2.097027,4.409768,0.3633606,0.0320855,0.4236901
MJ Waite,0,LHB,1.2231972,2.0704509,4.9373249,0.6400735,0.688125,0.5200925
MJ Waite,0,LHB,1.200079,2.0661394,7.6659026,0.5525576,0.1764146,0.9077834
MJ Waite,0,LHB,1.0981328,2.0412235,6.0795624,0.3736534,0.074863,0.7333309
MJ Waite,0,LHB,1.2260214,2.0849851,3.4637316,0.1778727,-0.1291477,0.3153807
MJ Waite,0,LHB,1.2382405,2.0453477,4.0321435,0.2603843,-0.0811439,0.4268196
TAI Taylor,0,LHB,1.0226486,2.0281667,8.4440473,0.5881978,0.2829911,0.8929985
TAI Taylor,0,LHB,0.773532,1.8495416,7.4828486,0.3837304,-0.0760335,0.8317355
TAI Taylor,0,LHB,0.9906941,2.0540809,7.0040275,0.6571135,0.6118095,0.7353756
MJ Waite,0,RHB,-0.4845808,2.0287143,8.8203394,-0.238993,-0.0576243,0.8390019
MJ Waite,0,RHB,-0.4423639,2.0064674,6.9023859,-0.1385824,0.2390264,0.7757435
MJ Waite,0,RHB,-0.5309422,1.9954372,8.5663869,-0.5496065,-0.3413062,0.9949195
MJ Waite,0,RHB,-0.4569673,2.0265427,6.6721626,-0.4947072,-0.6231155,0.7894886
MJ Waite,0,RHB,-0.5031471,2.0021738,6.999974,-0.4018283,-0.3213355,0.570068
MJ Waite,0,RHB,-0.4394826,1.9915689,6.5346922,-0.2056127,-0.1628594,0.8060028
TAI Taylor,0,LHB,1.0650407,2.0715156,7.9140235,0.5543175,0.1585596,0.9163632
TAI Taylor,2,LHB,0.8873179,1.9789358,9.0592996,0.4595844,-0.0870674,0.9389569
TAI Taylor,0,LHB,0.9352417,1.9753882,6.6036712,0.3284577,-0.0128153,0.7395199
TAI Taylor,2,LHB,0.9368352,1.9367894,8.6030599,0.6531757,0.4445816,0.9794939
TAI Taylor,0,LHB,0.973737,2.021879,7.2552446,0.3553962,0.2352506,0.9083226
TAI Taylor,4,LHB,1.1279945,2.0949684,6.9561937,0.3137264,-0.0762085,0.7491971
MJ Waite,1,RHB,-0.4436493,1.9945282,8.4628109,-0.2001269,0.1969585,1.0084962
MJ Waite,0,LHB,1.2107889,2.0346222,7.6376369,0.5989683,0.3969199,0.8023874
MJ Waite,4,LHB,1.1791173,2.0235386,5.138444,0.3987795,0.1879461,0.4906703
TAI Taylor,0,RHB,-0.8052375,1.9511837,7.2303152,-0.3876121,-0.3621697,0.7502554
TAI Taylor,0,RHB,-0.9137687,2.0062071,7.8414911,-0.5486634,-0.3268818,0.7893083
TAI Taylor,0,RHB,-0.924673,2.0607502,6.1464662,-0.5331022,-0.4238378,0.8573873
MJ Waite,0,LHB,1.1713608,2.0317954,7.062471,0.7930392,0.4301935,0.7218567
MJ Waite,0,LHB,1.2237419,2.0137173,6.7588914,0.897944,0.6678597,0.9063998
MJ Waite,0,LHB,1.1481038,1.9979001,7.0283211,0.6271362,0.3501487,0.6749767
MJ Waite,0,LHB,1.1859048,2.0303586,7.9725621,0.5876901,0.2035692,0.8476771
MJ Waite,0,LHB,1.2083325,2.0123734,7.0214562,0.5997711,0.3091771,0.6611488
MJ Waite,0,LHB,1.1185418,2.0315374,6.8928935,0.4924107,0.4255333,0.8107549
TAI Taylor,0,RHB,-0.9433401,2.0286376,8.0267669,-0.4557538,-0.2006067,0.9628559
TAI Taylor,0,RHB,-0.8707955,1.969616,6.9194005,-0.4292747,-0.3987573,0.8324938
MJ Waite,0,RHB,-0.3515635,1.9938702,6.0813421,-0.1527956,-0.0671785,0.548914
MJ Waite,0,RHB,-0.5179017,2.0226435,6.2186416,-0.1968368,-0.0653,0.7769923
MJ Waite,0,RHB,-0.4610121,2.0427428,7.3763916,-0.4294898,-0.5224418,0.6882553
MJ Waite,0,RHB,-0.3943806,1.9233458,12.3454072,-0.2566014,0.36651,1.6839038
MJ Waite,0,RHB,-0.4816721,2.0104256,8.2827673,-0.4017254,-0.1478121,0.7632163
MJ Waite,0,RHB,-0.4090643,1.9867134,5.8300754,-0.324728,-0.3380522,0.7363065
TAI Taylor,0,LHB,-0.8305412,2.0586269,8.0297724,-0.1216141,0.3846909,0.7912821
TAI Taylor,0,LHB,-0.8650194,2.0807108,7.623207,-0.2290848,0.1754416,0.8832495
TAI Taylor,0,LHB,-0.8401382,2.0626262,6.4890462,-0.1082289,0.3218282,0.5315172
MJ Waite,0,RHB,-0.3952524,1.9767638,8.4326926,-0.1782277,0.1466149,0.9140649
MJ Waite,0,RHB,-0.4586946,2.0181784,7.2574805,-0.2554737,-0.2366194,0.6799595
MJ Waite,1,RHB,-0.5251769,2.0004548,8.1490738,-0.2886583,-0.1584321,0.7720265
MJ Waite,1,LHB,1.1283529,1.9630836,11.6624547,0.5036628,-0.4949938,1.5724669
MJ Waite,0,RHB,-0.441992,1.9327133,11.1816266,-0.4016462,0.0650894,1.3167097
LV van Beek,0,LHB,-0.7290535,2.017973,6.7521033,-0.0359594,0.2765779,0.84709
LV van Beek,0,LHB,-0.7317737,1.9064422,9.9089834,-0.1564509,0.4077971,1.0961807
LV van Beek,0,RHB,-0.8113488,1.9859457,5.4845271,-0.1780268,0.1447392,0.6674831
MJ Waite,0,LHB,1.2519135,2.0401332,5.6627534,0.3346534,-0.0613974,0.4927364
MJ Waite,4,LHB,1.1503191,2.01868,4.5521339,0.4445949,0.2534746,0.3908679
MJ Waite,0,LHB,1.1532074,2.0162012,6.4052881,0.6855516,0.6485231,0.6312867
MJ Waite,4,LHB,1.1894715,1.9992162,8.5384277,0.9233983,0.9350178,0.8813493
MJ Waite,0,LHB,1.1215861,1.6330152,12.7356058,0.7824355,-0.3879205,1.5257512
LV van Beek,0,LHB,-0.7750561,1.9053572,10.2300223,-0.2854387,0.80097,1.2692306
LV van Beek,4,LHB,-0.6994955,1.9169121,10.5402438,-0.0520357,0.6143176,1.2582962
LV van Beek,0,LHB,-0.7805012,1.9625012,7.4376117,-0.1566708,0.2671501,1.0026725
LV van Beek,0,LHB,-0.7361322,1.9366842,6.6265657,-0.1259144,0.2330524,0.7894852
EA Brookes,0,RHB,-0.6600373,2.1662446,7.44962,-0.4641777,-0.5037555,0.7223911
EA Brookes,0,RHB,-0.6716874,2.1803034,8.6831577,-0.2979007,0.1329659,0.9193607
EA Brookes,0,RHB,-0.7017105,2.2084308,6.3848063,-0.6000072,-0.5001259,0.5939671
EA Brookes,4,RHB,-0.7006623,2.1907226,9.2314798,-0.5984126,-0.4116495,1.1444736
EA Brookes,0,RHB,-0.6844721,2.1790948,6.7318793,-0.422774,-0.2766277,0.858268
EA Brookes,2,RHB,-0.6853075,2.1564753,8.5173852,-0.5830625,-0.3231635,1.0095696
LV van Beek,0,LHB,-0.6584122,1.9995619,7.5672373,-0.073416,0.4192383,1.0281865
LV van Beek,4,LHB,-0.6683603,1.9767631,5.7746857,-0.1790847,0.0745996,0.5681884
LV van Beek,0,LHB,-0.7837577,1.9940963,9.1274096,-0.1785039,0.3519167,0.9870494
LV van Beek,0,LHB,-0.6453408,1.95352,7.7148169,-0.0903228,0.4145841,0.6768102
LV van Beek,4,LHB,-0.680817,1.9859119,6.2770765,-0.213063,0.1063607,0.6275052
LV van Beek,0,LHB,-0.7610814,1.9523176,7.2226414,-0.0926674,0.3003721,0.7654521
EA Brookes,0,RHB,-0.6984715,2.2244071,6.8113132,-0.3734465,-0.4420311,0.7465555
EA Brookes,0,RHB,-0.7619172,2.2352581,5.2942787,-0.3164986,-0.1688085,0.5930659
EA Brookes,0,RHB,-0.729806,2.2277065,6.2549351,-0.3464676,-0.2755717,0.8480043
EA Brookes,0,RHB,-0.6391579,2.1848846,7.0749756,-0.3614462,-0.111284,0.8273311
EA Brookes,0,RHB,-0.6580793,2.1918628,5.8930647,-0.2440345,-0.1304059,0.685068
EA Brookes,0,RHB,-0.710075,2.2039949,7.6002789,-0.4714731,-0.1660066,0.7505896
GS Virdi,0,LHB,1.1106926,2.1573536,5.9823717,0.1488141,0.0074144,0.3484269
GS Virdi,0,LHB,0.9367838,2.0752303,4.5138922,-0.3037455,-0.4669481,0.5547754
GS Virdi,0,LHB,1.093387,2.0972258,4.7183968,0.1546062,0.2054162,0.571944
GS Virdi,0,LHB,1.0297881,2.0911926,5.3238247,0.1029294,-0.0438482,0.4131604
GS Virdi,0,LHB,1.0137407,2.0773601,6.4204683,0.2929758,0.3271002,0.7366643
EA Brookes,0,RHB,-0.7186333,2.1745309,7.8760976,-0.2855523,0.1309361,0.9834273
EA Brookes,0,RHB,-0.6886587,2.2021532,7.4352045,-0.5445712,-0.4554918,0.5752703
EA Brookes,0,RHB,-0.6538195,2.1935076,8.7287899,-0.5533172,-0.2999563,0.7701102
EA Brookes,0,RHB,-0.6912361,2.1408482,8.9690069,-0.5090629,-0.4277886,1.2253927
EA Brookes,0,RHB,-0.6589998,2.1386163,7.3755476,-0.3451465,-0.0490834,0.946195
EA Brookes,0,RHB,-0.8511108,2.203186,8.6949365,-0.7988134,-0.9293533,1.0540225
GS Virdi,0,LHB,0.9619232,2.1210397,4.3029562,0.0049381,-0.0835842,0.4899505
GS Virdi,0,LHB,0.9545421,2.0553287,5.1826877,0.2758194,0.2698584,0.7120071
GS Virdi,0,LHB,1.0418683,2.0898789,3.6235614,-0.1025221,-0.1943488,0.4163974
GS Virdi,0,LHB,1.0712971,2.080022,5.2499981,0.2293684,0.1158864,0.537255
EA Brookes,0,RHB,-0.6770203,2.1291018,9.1583808,-0.569964,-0.2894499,0.9899947
EA Brookes,4,RHB,-0.6569482,2.1930109,8.0974615,-0.6550682,-0.6863217,1.1105615
EA Brookes,0,RHB,-0.8300228,2.1998107,6.9266084,-0.6303212,-0.4352018,0.6858712
EA Brookes,0,RHB,-0.781728,2.176504,6.9657103,-0.5366484,-0.2564238,0.6810667
EA Brookes,0,RHB,-0.7447631,2.2084381,4.4459964,-0.1689942,0.0606371,0.507161
EA Brookes,0,RHB,-0.7159588,2.2129937,7.0370119,-0.3204179,-0.0102368,0.5745689
GS Virdi,0,LHB,1.0611286,2.0955249,3.8407041,0.3839884,0.3903758,0.4845959
GS Virdi,0,LHB,0.9909769,2.0760986,3.9469615,-0.0600938,-0.2779566,0.5302638
GS Virdi,0,LHB,1.0214149,2.0847457,4.9447857,0.2122725,0.2517869,0.5295834
GS Virdi,0,LHB,1.0554727,2.0690932,3.897342,0.2875395,0.4739886,0.5627945
EA Brookes,0,RHB,-0.671551,2.1943089,6.3123938,-0.3299738,-0.3740297,0.685811
EA Brookes,0,RHB,-0.7216634,2.2323571,5.6627771,-0.4137369,-0.2208435,0.7010524
EA Brookes,2,RHB,-0.6150454,2.2270271,4.7494953,-0.2610475,-0.2314074,0.5825826
EA Brookes,0,RHB,-0.7542914,2.2289065,1.8698766,-0.0748894,-0.0496325,0.1667537
EA Brookes,0,RHB,-0.6743426,2.182513,5.9898438,-0.2626183,-0.0184751,0.5866181
GS Virdi,0,LHB,1.0643366,2.0764308,3.6690383,0.1558676,0.2809131,0.5180909
GS Virdi,0,LHB,1.0579171,2.0889529,5.1738871,0.1608842,0.174752,0.6930652
GS Virdi,0,LHB,1.0147169,2.083521,4.4841525,0.0171748,-0.1003059,0.5830932
GS Virdi,0,LHB,1.018682,2.0799633,4.2018372,-0.0157918,-0.0361037,0.5425557
GS Virdi,0,LHB,1.0582182,2.0745928,5.3519767,0.4535282,0.4972617,0.7082839
GS Virdi,0,LHB,1.0091553,2.0712099,4.9146562,0.1934537,0.1578791,0.7446643
BL D'Oliveira,2,LHB,1.2275054,1.8308206,8.4560596,0.7187395,0.0575762,0.6255616
GS Virdi,0,RHB,-0.641818,2.0498667,5.7492518,-0.2132676,0.3543328,0.8632533
GS Virdi,4,RHB,-0.629875,2.0694884,5.1898036,0.1474167,0.6471211,0.7211603
GS Virdi,0,RHB,-0.5879404,2.0532795,3.5550507,-0.2765232,0.0675082,0.3282147
GS Virdi,0,RHB,-0.6471486,2.0314645,6.6054877,-0.2900184,0.0898769,0.7441446
GS Virdi,0,RHB,-0.5695708,2.0770309,5.4289237,-0.2120798,0.135522,0.7188622
GS Virdi,0,RHB,-0.5826619,2.0963892,3.3167904,-0.2086896,-0.116042,0.3595261
TAI Taylor,0,LHB,1.0231051,1.998178,8.0429256,0.955607,1.0417791,0.9365617
TAI Taylor,0,LHB,1.0495929,2.0598667,8.3514912,0.7325389,0.8963,0.8353977
TAI Taylor,0,LHB,1.0144495,2.0395803,7.1708884,0.64277,0.7284805,0.8513776
TAI Taylor,2,LHB,0.7403818,1.8776073,6.8929323,0.3639928,0.4140926,0.8120321
TAI Taylor,1,LHB,1.0522834,2.0871309,5.8994731,0.3675917,0.3629812,0.6304728
MJ Waite,0,RHB,-0.4672076,2.0975523,4.3676674,-0.1714278,-0.1144913,0.4314979
MJ Waite,0,RHB,-0.4310032,2.0980747,3.7144582,0.0400003,0.1512078,0.4123142
MJ Waite,0,RHB,-0.5437556,2.0683991,6.3363946,-0.139947,0.0427603,0.8584648
MJ Waite,0,RHB,-0.4552199,2.0387317,7.8471186,-0.4550038,-0.5929007,1.0578822
MJ Waite,0,RHB,-0.504687,2.0602226,4.9007068,-0.2905891,-0.4403537,0.6021869
MJ Waite,0,RHB,-0.4479909,2.0062847,7.6666672,-0.2286827,-0.2622274,0.9738099
TAI Taylor,0,LHB,1.0216107,2.0767148,6.1765855,0.7263278,0.9134657,0.5975902
TAI Taylor,1,RHB,-0.8659246,2.0143414,7.5568881,-0.2468546,0.2336044,0.9134207
TAI Taylor,0,LHB,1.0063877,2.023966,6.3814019,0.5746365,0.6157799,0.830319
TAI Taylor,0,LHB,1.0094665,2.0824365,7.904092,0.5426499,0.5876246,0.7495256
TAI Taylor,0,LHB,1.1190252,2.0772133,7.8835293,0.6870506,0.7660203,0.7869766
MJ Waite,0,RHB,-0.4962374,2.0475773,7.309565,-0.2646747,-0.2430636,0.8222313
MJ Waite,1,RHB,-0.6720777,2.0309667,7.8977354,-0.4227788,-0.545088,0.9357706
MJ Waite,0,LHB,-0.3051794,2.0287441,5.6273713,0.2346836,0.2420978,0.6854764
MJ Waite,0,LHB,-0.4096698,2.0128226,8.5487522,0.1083368,0.6391208,1.1371707
MJ Waite,0,LHB,-0.312543,1.9957445,8.6508053,0.1088962,0.3651204,1.1147626
TAI Taylor,0,LHB,1.1245752,2.0845052,6.6899501,0.4904659,0.4432624,0.7321413
TAI Taylor,0,LHB,1.020461,2.0817029,8.920144,0.4952654,0.5287399,1.1801377
EA Brookes,0,RHB,-0.7943479,2.2175418,6.7907239,-0.4191787,-0.0775554,0.6037296
EA Brookes,0,RHB,-0.6963051,2.2210278,6.1911193,-0.3553554,-0.0527818,0.7309289
EA Brookes,4,RHB,-0.6764876,2.1942127,4.0119868,-0.5125292,-0.53699,0.5504684
EA Brookes,0,RHB,-0.7082797,2.1709791,8.9204648,-0.4744679,-0.0489194,1.0602503
EA Brookes,0,RHB,-0.7139368,2.1937757,7.4370012,-0.3895016,0.1395005,0.6794272
EA Brookes,2,RHB,-0.7821411,2.1937421,6.5539381,-0.2304794,-0.0548886,1.0295404
LV van Beek,0,LHB,0.9475401,2.0439986,6.962376,0.5193356,0.3235293,0.7169816
LJ Fletcher,0,LHB,-0.5106996,2.0528957,8.4383219,0.0465736,0.448673,1.1143144
LJ Fletcher,0,LHB,-0.6258287,2.1952011,8.7399073,-0.0765463,0.284394,1.0517624
LJ Fletcher,0,RHB,-0.8960458,2.2569864,6.2873125,-0.4515286,-0.1451006,0.785454
LJ Fletcher,0,RHB,-0.9073682,2.2413614,6.5042982,-0.5085737,-0.1169729,0.6683881
LJ Fletcher,0,RHB,-0.8107102,2.2593688,6.7891519,-0.3114034,0.1171998,0.7996001
LJ Fletcher,0,RHB,-0.9833177,2.2601607,6.0774311,-0.5665894,-0.5098737,0.6982303
LJ Fletcher,0,RHB,-0.82,2.2394347,8.11,-0.38,0.11,0.96
LJ Fletcher,2,LHB,-0.7454799,2.1752111,6.8300987,-0.3491655,-0.0865801,0.8192135
LJ Fletcher,0,LHB,-0.5849548,2.0856792,8.4807583,-0.0668537,0.3680584,1.1610125
LJ Fletcher,0,LHB,0.9159216,2.1576351,9.1941887,0.4075912,0.0820784,1.3026743
LJ Fletcher,0,LHB,0.8761818,2.2765399,5.3393036,0.2000651,0.1177598,0.6398855
LJ Fletcher,0,LHB,0.8585466,2.1553508,7.8502261,0.6162923,0.3841795,0.7739331
LJ Fletcher,0,RHB,-0.9855494,2.2510709,7.3420622,-0.491498,-0.239854,1.0010549
LJ Fletcher,4,RHB,-0.954143,2.2711547,6.1203494,-0.4801929,-0.253481,0.7306371
LJ Fletcher,0,RHB,-0.9163297,2.2840796,4.6197646,-0.4096914,-0.2281167,0.536213
LJ Fletcher,0,RHB,-0.8664756,2.2590707,7.7234902,-0.2347733,-0.0222845,1.0194918
LJ Fletcher,1,RHB,-0.8007424,2.2377517,8.773349,-0.2812065,0.2856555,1.1395963
LW James,0,RHB,-0.6219813,2.1182244,8.5268323,-0.4379717,-0.280761,0.9817539
LW James,0,LHB,0.9872246,2.0228995,8.1138162,0.3760878,-0.1926333,1.0352435
LW James,0,RHB,-0.6133364,2.1418313,8.2022655,-0.2400594,-0.072457,0.8212099
LW James,0,RHB,-0.5451897,2.0518848,8.5163733,-0.3901529,-0.3098301,0.9139891
LW James,0,RHB,-0.6487171,2.0986606,7.5518411,-0.2759096,-0.1060625,0.7846384
LW James,0,RHB,-0.5806789,2.1298749,7.9263825,-0.2293616,0.1960419,0.8539571
LW James,1,LHB,1.0140009,2.1187731,5.1687855,0.2230663,-0.1899329,0.5657317
LW James,0,RHB,-0.5639259,2.11452,7.3058493,-0.272145,-0.1513568,0.9481617
LW James,2,RHB,-0.5380907,1.9904693,6.5985323,-0.3614892,-0.3603389,0.671374
LW James,0,RHB,-0.5271418,1.8914918,7.2539201,-0.6646477,-0.766774,0.802381
LW James,0,RHB,-0.4928322,1.9183173,5.3057864,-0.2979177,-0.2217866,0.6798835
LW James,0,RHB,-0.5993502,2.0698079,7.2621764,-0.1872076,0.0651578,0.7274739
LW James,4,RHB,-0.582963,2.0616395,5.5785625,-0.2507493,-0.0508497,0.5311613
LW James,0,RHB,-0.6515437,2.0852597,8.1133676,-0.4594039,-0.065631,0.9099887
LJ Fletcher,0,LHB,0.9075912,2.1486194,7.7038117,0.3684546,-0.0979463,0.8477366
LJ Fletcher,1,LHB,0.937711,2.2064914,5.4177816,0.272186,-0.1903767,0.6495287
LJ Fletcher,0,RHB,-0.7321985,2.0614696,7.9466349,-0.4396891,-0.0288584,0.8492297
LJ Fletcher,0,RHB,-1.04,2.2828266,8.13,-0.57,-0.14,1.04
LJ Fletcher,0,RHB,-0.8431938,2.2640833,6.4216119,-0.3399797,-0.0554758,0.7412561
LJ Fletcher,1,RHB,-0.8885138,2.237715,6.2910277,-0.2375361,0.0535948,0.7059081
LJ Fletcher,0,LHB,-1.1188138,2.1641475,11.5784443,-0.7162922,-0.3906251,1.4151496
LJ Fletcher,0,LHB,-0.8301278,2.2265874,8.0037235,-0.0847764,0.4033346,1.0021821
LJ Fletcher,0,LHB,-0.8903067,2.1606999,8.1333405,-0.1450908,0.4602425,0.9372986
LJ Fletcher,0,RHB,-0.8867174,2.2730597,5.019423,-0.2076485,0.0148654,0.6816705
LJ Fletcher,0,RHB,-0.92,2.327941,8.05,-0.35,0.17,0.91
LJ Fletcher,0,RHB,-0.8491251,2.1395981,7.3399932,-0.4971129,-0.327342,0.865781
LJ Fletcher,0,RHB,-0.8581861,2.2378034,5.7379871,-0.4611177,-0.3279021,0.7328983
LA Patterson-White,0,LHB,0.826942,2.2042493,6.655366,0.5308998,0.0584757,0.7848654
LA Patterson-White,6,LHB,0.8903059,2.2277917,4.197395,0.6743873,0.4895243,0.83761
LA Patterson-White,0,LHB,0.8676985,2.2064358,6.4550457,0.6204981,0.3685486,0.6775497
LA Patterson-White,0,RHB,-0.740982,2.2334791,4.6694386,-0.137011,-0.2382252,0.5949916
LA Patterson-White,2,RHB,-0.7351555,2.2576733,3.9841098,0.0979341,0.0824855,0.6393394
LA Patterson-White,0,RHB,-0.7451905,2.2634395,4.571842,-0.0619794,-0.0556137,0.6664852
LA Patterson-White,0,LHB,0.8390353,2.2340764,4.7470117,0.5562462,0.2486749,0.6512778
LA Patterson-White,0,LHB,0.8699341,2.2727695,1.991294,0.5249728,0.686026,0.3588598
LA Patterson-White,0,LHB,0.8265137,2.2288854,3.7530537,0.5177897,0.3068722,0.5874847
LA Patterson-White,0,RHB,-0.7170265,2.2896768,4.3147333,0.0770461,-0.0475007,0.7657237
LA Patterson-White,1,RHB,-0.7709426,2.2510247,4.4875421,0.183747,0.3032535,0.6033092
LA Patterson-White,0,LHB,0.8549161,2.271187,5.9404876,0.5322086,0.2400223,0.7744143
LA Patterson-White,0,LHB,0.8925391,2.2604717,5.1699147,0.6451368,0.443098,0.8923842
LA Patterson-White,0,RHB,-0.7827263,2.228459,4.3990998,-0.1656492,-0.384939,0.5776812
LA Patterson-White,0,RHB,-0.7491842,2.2279751,5.2929629,-0.3248613,-0.3000153,0.71399
LA Patterson-White,0,RHB,-0.6992588,2.2388915,5.0264776,-0.0484071,-0.0345136,0.8539836
LA Patterson-White,0,RHB,-0.6687987,2.2150253,5.8696954,-0.1658308,-0.1029742,0.8041193
LA Patterson-White,1,RHB,-0.7428948,2.2053822,4.9254103,0.1156061,0.1431069,0.7448471
LA Patterson-White,0,LHB,0.9125424,2.2482479,5.558879,0.6292078,0.3299126,0.6044186
LA Patterson-White,0,LHB,0.8383102,2.21881,4.7113105,0.5357049,0.3431947,0.6621386
LA Patterson-White,0,LHB,0.7628843,2.1961462,5.0539752,0.4292151,0.1717938,0.6372447
LA Patterson-White,0,LHB,0.8656846,2.2272968,5.057768,0.7143758,0.5083413,0.8816346
LA Patterson-White,1,RHB,-0.708052,2.2082217,2.8771875,-0.006755,-0.0850136,0.2588916
LA Patterson-White,0,RHB,-0.6680867,2.1964659,5.8575639,-0.0328446,-0.0573469,0.7617893
LA Patterson-White,0,RHB,-0.7183616,2.2322684,4.9947171,-0.1268426,-0.1570476,0.6958602
LA Patterson-White,1,RHB,-0.7531962,2.2276701,3.6705601,0.1477374,0.2134249,0.8051509
LJ Fletcher,0,RHB,-0.584306,2.016992,6.9978314,-0.1634018,0.1077766,0.8844248
LJ Fletcher,0,RHB,-0.694599,2.222994,7.0691907,-0.2780649,-0.1076641,0.9513911
LJ Fletcher,0,RHB,-0.7793399,2.2720963,8.1612504,-0.3619674,0.0811236,0.9493438
LJ Fletcher,4,RHB,-0.5511902,2.0183445,6.2244301,-0.0794243,0.0569785,0.7151639
LJ Fletcher,0,RHB,-0.5510169,2.1026812,7.9662205,-0.1527334,0.3483183,0.992358
LJ Fletcher,0,RHB,-0.7147666,2.2781976,7.0810751,-0.2867942,-0.1564665,0.8153372
LJ Fletcher,0,RHB,-0.7278866,2.3170577,6.9905621,-0.5621505,-0.4874531,0.8252344
LJ Fletcher,0,RHB,-0.7242405,2.2672542,7.4817954,-0.2216362,0.205867,0.9919384
LJ Fletcher,1,RHB,-0.6365956,2.2929995,5.1791007,-0.3916942,-0.3055643,0.6605552
LJ Fletcher,0,RHB,-0.6887867,2.2178271,7.892911,-0.3503099,0.007637,0.9407051
LJ Fletcher,0,RHB,-0.5902824,1.951659,9.2982829,-0.3100503,0.1880202,1.0443887
LJ Fletcher,0,RHB,-0.7069974,2.2345523,7.4299273,-0.5375043,-0.4827515,0.9050464
LJ Fletcher,1,RHB,-0.72,2.2774184,7.82,-0.19,0.22,0.95
LJ Fletcher,0,RHB,-0.8114672,2.2602924,7.7710683,-0.3933981,-0.1020499,0.9367063
LJ Fletcher,0,RHB,-0.6855581,2.1080217,7.7237656,-0.4901994,-0.4560701,0.9943484
LJ Fletcher,3,RHB,-0.5792388,2.0326875,7.9807462,-0.3696029,-0.373621,0.9639135
LJ Fletcher,0,RHB,-0.69,2.2190555,8.96,-0.43,-0.29,0.75
LJ Fletcher,0,RHB,-0.6820475,2.1687502,7.1072092,-0.3782298,-0.0325957,0.9211763
LJ Fletcher,0,RHB,-0.5501517,2.1287977,8.3243272,-0.3183848,-0.0382584,1.0485315
R Lord,0,RHB,-0.4015167,2.2769106,7.2837532,-0.0026563,0.1811743,0.8630788
R Lord,1,RHB,-0.4150427,2.2415705,4.5582333,0.1085329,0.2702459,0.6123247
R Lord,0,RHB,-0.3704771,2.1457965,7.6086034,-0.4250222,-0.1666431,0.8686809
R Lord,0,RHB,-0.3930786,2.0984212,7.1741314,-0.3789127,-0.2406822,0.8063418
R Lord,0,RHB,-0.4390048,2.2063014,7.2671226,-0.1161062,0.3074181,0.8762291
R Lord,0,RHB,-0.4331576,2.2310292,8.0323572,-0.2989227,-0.1380687,1.059339
R Lord,0,RHB,-0.3951066,2.2075348,6.7030002,-0.3566816,-0.3062034,0.7990897
F Ahmed,0,RHB,-0.6090135,2.017167,5.9217916,-0.166609,-0.0080374,0.6491588
F Ahmed,1,RHB,-0.6418359,2.0233058,5.275803,-0.2413379,0.3606439,0.81881
F Ahmed,0,RHB,-0.6517151,2.0066612,3.6625828,-0.1759954,-0.0294372,0.4983468
F Ahmed,0,RHB,-0.646751,1.9478323,6.417462,-0.3411002,-0.1619439,0.6802534
F Ahmed,6,RHB,-0.7335676,2.0259446,4.7147687,-0.4084488,-0.0123821,0.7673602
F Ahmed,1,RHB,-0.6173184,2.0004944,5.6933582,-0.3164658,-0.1451185,0.5903576
F Ahmed,0,RHB,-0.5922389,2.0028399,4.3263438,-0.3828181,-0.2918015,0.5736334
F Ahmed,0,RHB,-0.604568,1.9796794,4.990956,-0.3122384,-0.194854,0.7029251
F Ahmed,1,RHB,-0.6445103,2.0097731,4.8164252,-0.1906475,0.2275331,0.8252638
LW James,0,RHB,-0.6155334,2.0937232,7.329113,-0.4722249,-0.3710801,0.9290826
LW James,1,RHB,-0.5850807,2.0975576,7.0774144,-0.1967892,0.1599483,0.8264892
LW James,0,RHB,-0.563963,2.0517588,6.2282192,-0.3621206,-0.3816148,0.7820687
LW James,2,RHB,-0.5785723,2.0396948,6.4609966,-0.3062348,-0.2302857,0.8663907
